Course ID,Dept Cd,Major Disproportionate Impact,URM Disproportionate Impact,First Gen Disproportionate Impact, Gender Disproportionate Impact,Transfer Disproportionate Impact,N,N Qtrs w/Enrollment,Count of DFW Grades,% DFW,Avg. End Waitlist Count/Qtr,Avg. N Students Affected/Offering,N Courses Blocked ,Max. Complexity,Impact Index 
PSYC101,CHEM,,Y,,,,24,9,2,8%,8,8,,,1
PSYC101,COGS,,Y,,,,61,9,0,0%,8,8,,,1
PSYC101,EDS,,Y,,,,26,9,4,15%,8,8,,,1
PSYC101,GLBH,,Y,,,,51,9,8,16%,8,9,,,1
PSYC101,HDS,,Y,,,Y,88,9,10,11%,8,9,,,1
PSYC101,PSYC,,Y,,,Y,1988,9,187,9%,8,29,0.0,1.0,3
PSYC101,SOC,,Y,,,Y,25,9,6,24%,8,9,,,1
PSYC101,SPH,,Y,,,,116,9,11,9%,8,9,,,1
PSYC102,BIOL,,Y,,,,143,8,5,3%,3,4,,,1
PSYC102,CHEM,,Y,,,,24,7,3,13%,3,3,,,1
PSYC102,COGS,,Y,,,,171,8,12,7%,3,5,,,1
PSYC102,PSYC,,Y,,,,1174,8,158,13%,3,23,0.0,1.0,3
PSYC104,BIOL,,,,,,164,7,2,1%,8,8,,,1
PSYC104,CHEM,,,,,,21,7,0,0%,8,8,,,1
PSYC104,COGS,,,,,,53,7,5,9%,8,9,,,1
PSYC104,POLI,,,,,,20,7,2,10%,8,8,,,1
PSYC104,PSYC,,,,,,1657,7,86,5%,8,20,0.0,1.0,3
PSYC104,SOC,,,,,,26,7,1,4%,8,8,,,1
PSYC104,SPH,,,,,,49,7,4,8%,8,9,,,1
PSYC105,BIOL,,Y,,,,154,7,3,2%,10,10,,,2
PSYC105,COGS,,Y,,,,72,7,5,7%,10,11,,,2
PSYC105,LING,,Y,,,,20,5,1,5%,10,10,,,2
PSYC105,MATH,,Y,,,,22,6,0,0%,10,10,,,2
PSYC105,PSYC,,Y,,,Y,1753,7,149,8%,10,31,0.0,1.0,5
PSYC105,SOC,,Y,,,,28,7,2,7%,10,10,,,2
PSYC106,BIOL,,Y,Y,,,127,6,7,6%,3,4,,,1
PSYC106,COGS,,Y,Y,,,302,6,24,8%,3,7,,,2
PSYC106,DSC,,Y,Y,,,36,6,4,11%,3,4,,,1
PSYC106,PSYC,Y,Y,Y,,Y,1109,6,218,20%,3,39,,,7
PSYC108,BIOL,,Y,,,,61,4,0,0%,3,3,,,1
PSYC108,COGS,,Y,,,,207,4,7,3%,3,5,,,2
PSYC108,PSYC,,Y,,,,707,4,84,12%,3,24,,,6
PSYC110,PSYC,,,,,,104,3,1,1%,0,0,,,0
PSYC111A,PSYC,,,,,,107,3,2,2%,0,1,,,0
PSYC111B,PSYC,,,,,,100,3,0,0%,0,0,,,0
PSYC114,PSYC,,,,,,61,2,1,2%,12,13,,,6
PSYC116A,PSYC,,,,,,61,3,0,0%,0,0,,,0
PSYC116B,PSYC,,,,,,59,3,0,0%,0,0,,,0
PSYC116C,PSYC,,,,,,59,3,0,0%,0,0,,,0
PSYC117,PSYC,,,,,,54,3,0,0%,0,0,,,0
PSYC118,COGS,,,,,,20,3,1,5%,5,5,,,2
PSYC118,PSYC,,,,,,107,3,3,3%,5,6,,,2
PSYC122,BIOL,,,,,,48,3,0,0%,7,7,,,2
PSYC122,COGS,,,,,,106,3,0,0%,7,7,,,2
PSYC122,PSYC,,,,,,454,3,18,4%,7,13,,,4
PSYC124,BIOL,,,,,,129,5,0,0%,5,5,,,1
PSYC124,COGS,,,,,,50,5,0,0%,5,5,,,1
PSYC124,GLBH,,,,,,28,3,0,0%,5,5,,,2
PSYC124,PSYC,,,,,,1035,5,17,2%,5,8,,,2
PSYC124,SPH,,,,,,24,4,0,0%,5,5,,,1
PSYC125,BIOL,,,Y,,,41,5,3,7%,9,10,,,3
PSYC125,COGS,,,Y,,,133,5,15,11%,9,12,,,4
PSYC125,PSYC,,,Y,,Y,431,5,78,18%,9,25,,,6
PSYC131,PSYC,,,,,,93,2,1,1%,16,17,,,8
PSYC132,COGS,,Y,,,,63,2,6,10%,5,8,,,6
PSYC132,HDS,,Y,,,,21,2,8,38%,5,9,,,7
PSYC132,PSYC,,Y,,,,140,2,26,19%,5,18,,,11
PSYC133,COGS,,,,,,31,1,4,13%,1,5,,,5
PSYC133,PSYC,,,,,,42,1,8,19%,1,9,,,9
PSYC133R,COGS,,,,,,31,2,1,3%,3,4,,,2
PSYC133R,PSYC,,,,,,61,2,6,10%,3,6,,,3
PSYC134,BIOL,,,,,,180,6,4,2%,5,6,,,1
PSYC134,CHEM,,,,,,23,6,1,4%,5,5,,,1
PSYC134,COGS,,,,,,169,6,18,11%,5,8,,,1
PSYC134,GLBH,,,,,,31,6,1,3%,5,5,,,1
PSYC134,PSYC,,,,,,936,6,80,9%,5,18,,,3
PSYC134,SPH,,,,,,87,6,5,6%,5,6,,,1
PSYC136,PSYC,,,,,,48,1,4,8%,4,8,,,8
PSYC137,BIOL,,,Y,,,75,6,3,4%,5,6,,,1
PSYC137,COGS,,,Y,,,40,6,3,8%,5,6,,,1
PSYC137,PSYC,,,Y,,,1135,6,92,8%,5,20,,,4
PSYC138,PSYC,,,,,,79,1,4,5%,2,6,,,6
PSYC141,BIOL,,,,,,26,3,2,8%,7,8,,,3
PSYC141,PSYC,,,,,,253,3,35,14%,7,19,,,6
PSYC144,BIOL,,,,,,57,4,1,2%,8,8,,,2
PSYC144,COGS,,,,,,140,4,6,4%,8,10,,,2
PSYC144,PSYC,,,,,,643,4,65,10%,8,24,,,6
PSYC145,PSYC,,,,,,77,1,11,14%,3,14,,,14
PSYC147,PSYC,,,,,,235,2,9,4%,13,18,,,9
PSYC148,PSYC,,,,,,80,1,8,10%,16,24,,,24
PSYC151,PSYC,,,Y,,,166,3,27,16%,2,11,,,5
PSYC153,BIOL,,,Y,,,31,2,0,0%,1,1,,,4
PSYC153,PSYC,,,Y,,,359,2,59,16%,1,31,,,19
PSYC154,BIOL,,,,,,182,5,0,0%,20,20,,,4
PSYC154,COGS,,,,,,60,5,1,2%,20,20,,,4
PSYC154,PSYC,,,,,,1094,5,16,1%,20,23,,,5
PSYC154,SPH,,,,,,22,5,0,0%,20,20,,,4
PSYC155,BIOL,,,,,,189,3,5,3%,22,24,,,8
PSYC155,COGS,,,,,,29,3,0,0%,22,22,,,7
PSYC155,PSYC,,,,,,377,3,5,1%,22,24,,,8
PSYC155,SPH,,,,,,51,3,0,0%,22,22,,,7
PSYC158,BIOL,,,,,,113,2,1,1%,6,7,,,3
PSYC158,COGS,,,,,,34,2,2,6%,6,7,,,4
PSYC158,PSYC,,,,,,477,2,8,2%,6,10,,,5
PSYC161,ECE,,,,,,45,2,1,2%,10,11,,,5
PSYC161,PSYC,,,,,,61,2,6,10%,10,13,,,7
PSYC162,BIOL,,Y,,,,78,4,2,3%,1,2,,,1
PSYC162,COGS,,Y,,,,36,4,1,3%,1,1,,,1
PSYC162,POLI,,Y,,,,38,4,8,21%,1,3,,,1
PSYC162,PSYC,,Y,,,Y,769,4,87,11%,1,23,,,6
PSYC162,SOC,,Y,,,,30,4,6,20%,1,3,,,1
PSYC164,BIOL,,,,,,100,3,0,0%,19,19,,,6
PSYC164,COGS,,,,,,53,3,1,2%,19,19,,,6
PSYC164,POLI,,,,,,32,3,1,3%,19,19,,,6
PSYC164,PSYC,,,,,,557,3,12,2%,19,23,,,8
PSYC164,SOC,,,,,,22,3,1,5%,19,19,,,6
PSYC167,PSYC,,,,,,28,1,0,0%,7,7,,,7
PSYC168,BIOL,,,,,,149,4,0,0%,6,6,,,2
PSYC168,COGS,,,,,,91,4,0,0%,6,6,,,2
PSYC168,EDS,,,,,,21,4,0,0%,6,6,,,2
PSYC168,GLBH,,,,,,38,4,0,0%,6,6,,,2
PSYC168,HDS,,,,,,67,4,1,1%,6,6,,,2
PSYC168,PSYC,,,,,,744,4,6,1%,6,8,,,2
PSYC168,SPH,,,,,,63,4,0,0%,6,6,,,2
PSYC171,COGS,,,,,,159,3,1,1%,8,8,,,3
PSYC171,PSYC,,,,,,234,3,5,2%,8,10,,,3
PSYC172,BIOL,,,,,,110,5,5,5%,4,5,,,1
PSYC172,COGS,,,,,,58,5,5,9%,4,5,,,1
PSYC172,GLBH,,,,,,39,5,2,5%,4,4,,,1
PSYC172,HDS,,,,,,53,5,4,8%,4,5,,,1
PSYC172,PSYC,,,,,,1151,5,67,6%,4,17,,,3
PSYC172,SPH,,,,,,33,5,1,3%,4,4,,,1
PSYC174,BIOL,,,,,,23,2,0,0%,12,12,,,6
PSYC174,COGS,,,,,,30,2,4,13%,12,14,,,7
PSYC174,PSYC,,,,,,204,2,20,10%,12,22,,,11
PSYC175,PSYC,,,,,,58,3,1,2%,4,4,,,1
PSYC176,PSYC,,,,,,69,1,4,6%,1,5,,,5
PSYC178,BIOL,,,,,,28,6,0,0%,11,11,,,2
PSYC178,COGS,,,,,,30,6,3,10%,11,12,,,2
PSYC178,PSYC,,,,,Y,615,6,59,10%,11,21,,,3
PSYC179,BIOL,,,,,,250,5,1,0%,28,28,,,6
PSYC179,COGS,,,,,,209,5,1,0%,28,28,,,6
PSYC179,GLBH,,,,,,40,5,0,0%,28,28,,,6
PSYC179,POLI,,,,,,20,5,1,5%,28,28,,,6
PSYC179,PSYC,,,,,,793,5,8,1%,28,30,,,6
PSYC179,SOC,,,,,,23,5,0,0%,28,28,,,6
PSYC179,SPH,,,,,,74,5,2,3%,28,28,,,6
PSYC180,BIOL,,,,,,35,1,1,3%,11,12,,,12
PSYC180,PSYC,,,,,,165,1,3,2%,11,14,,,14
PSYC181,BIOL,,,,,,269,5,0,0%,13,13,,,3
PSYC181,CHEM,,,,,,33,5,0,0%,13,13,,,3
PSYC181,COGS,,,,,,281,5,1,0%,13,13,,,3
PSYC181,GLBH,,,,,,32,5,0,0%,13,13,,,3
PSYC181,PSYC,,,,,,883,5,12,1%,13,15,,,3
PSYC181,SPH,,,,,,64,5,0,0%,13,13,,,3
PSYC184,BIOL,,,,,,77,3,0,0%,4,4,,,1
PSYC184,PSYC,,,,,,448,3,11,2%,4,8,,,3
PSYC185,BIOL,,,,,,39,4,2,5%,0,1,,,0
PSYC185,COGS,,,,,,21,4,2,10%,0,1,,,0
PSYC185,PSYC,,,,,,375,4,53,14%,0,13,,,3
PSYC187,PSYC,,,,,,27,1,1,4%,6,7,,,7
PSYC188,BIOL,,,,,,102,3,0,0%,32,32,,,11
PSYC188,COGS,,,,,,53,3,0,0%,32,32,,,11
PSYC188,GLBH,,,,,,27,3,0,0%,32,32,,,11
PSYC188,PSYC,,,,,,595,3,10,2%,32,35,,,12
PSYC188,SPH,,,,,,35,3,0,0%,32,32,,,11
PSYC189,PSYC,,,,,Y,38,3,9,24%,3,6,,,2
PSYC190,BIOL,,,,,,23,1,0,0%,0,0,,,0
PSYC190,PSYC,,,,,,270,1,8,3%,0,8,,,8
PSYC190R,BIOL,,,,,,191,2,1,1%,1,2,,,1
PSYC190R,COGS,,,,,,45,2,3,7%,1,3,,,1
PSYC190R,HDS,,,,,,21,2,1,5%,1,2,,,1
PSYC190R,PSYC,,,,,,573,2,35,6%,1,19,,,9
PSYC190R,SPH,,,,,,22,2,0,0%,1,1,,,1
PSYC191,BIOL,,,,,,26,3,0,0%,12,12,,,4
PSYC191,PSYC,,,,,,247,3,20,8%,12,19,,,6
PSYC193,BIOL,,,,,,38,8,0,0%,2,2,,,0
PSYC193,COGS,,,,,,26,7,1,4%,2,2,,,0
PSYC193,PSYC,,,,,,608,8,12,2%,2,4,,,0
PSYC193L,BIOL,,,,,,20,7,0,0%,6,6,,,1
PSYC193L,COGS,,,,,,62,9,3,5%,6,6,,,1
PSYC193L,PSYC,,,,,,861,9,23,3%,6,9,,,1
PSYC194A,PSYC,,,,,,88,3,0,0%,0,0,,,0
PSYC194B,PSYC,,,,,,88,4,0,0%,0,0,,,0
PSYC194C,PSYC,,,,,,93,6,0,0%,0,0,,,0
PSYC195,PSYC,,,,,,368,9,0,0%,0,0,,,0
PSYC199,BIOL,,,,,,71,9,0,0%,0,0,,,0
PSYC199,COGS,,,,,,130,9,0,0%,0,0,,,0
PSYC199,PSYC,,,,,,1162,9,13,1%,0,1,,,0
PSYC2,BIOL,,Y,Y,,,325,7,31,10%,2,6,,,1
PSYC2,CHEM,,Y,Y,,,63,7,10,16%,2,3,,,1
PSYC2,COGS,,Y,Y,,,36,7,4,11%,2,3,,,1
PSYC2,ECON,,Y,Y,,,41,7,10,24%,2,3,,,1
PSYC2,HDS,,Y,Y,,,25,7,7,28%,2,3,,,1
PSYC2,INTL,,Y,Y,,,27,7,7,26%,2,3,,,1
PSYC2,MATH,,Y,Y,,,43,7,6,14%,2,3,,,1
PSYC2,POLI,,Y,Y,,,38,7,8,21%,2,3,,,1
PSYC2,PSYC,,Y,Y,,,722,7,106,15%,2,17,,,3
PSYC2,SOC,,Y,Y,,,20,5,3,15%,2,3,,,1
PSYC2,SPH,,Y,Y,,,33,6,9,27%,2,4,,,1
PSYC2,UNAF,,Y,Y,,,65,7,8,12%,2,3,,,1
PSYC2,VIS,,Y,Y,,,25,6,4,16%,2,3,,,1
PSYC3,BENG,,,,,,21,5,0,0%,1,1,,,0
PSYC3,BIOL,,,,,,318,5,16,5%,1,4,,,1
PSYC3,CHEM,,,,,,84,5,3,4%,1,2,,,0
PSYC3,COGS,,,,,,90,5,4,4%,1,2,,,0
PSYC3,CSE,,,,,,39,5,1,3%,1,1,,,0
PSYC3,ECON,,,,,,50,5,3,6%,1,2,,,0
PSYC3,HDS,,,,,,26,5,1,4%,1,1,,,0
PSYC3,INTL,,,,,,29,5,6,21%,1,2,,,0
PSYC3,MAE,,,,,,34,5,2,6%,1,1,,,0
PSYC3,MATH,,,,,,81,5,5,6%,1,2,,,0
PSYC3,PSYC,,,,,Y,239,5,30,13%,1,7,,,1
PSYC3,SPH,,,,,,42,5,2,5%,1,1,,,0
PSYC3,UNAF,,,,,,74,5,6,8%,1,2,,,0
PSYC3,VIS,,,,,,30,5,4,13%,1,2,,,0
PSYC3R,BIOL,,,,,,268,3,13,5%,5,9,,,3
PSYC3R,CHEM,,,,,,41,3,1,2%,5,5,,,2
PSYC3R,COGS,,,,,,58,3,4,7%,5,6,,,2
PSYC3R,COMM,,,,,,20,3,2,10%,5,6,,,2
PSYC3R,CSE,,,,,,20,3,1,5%,5,5,,,2
PSYC3R,ECON,,,,,,35,3,2,6%,5,6,,,2
PSYC3R,INTL,,,,,,27,3,4,15%,5,6,,,2
PSYC3R,MATH,,,,,,38,3,1,3%,5,5,,,2
PSYC3R,POLI,,,,,,29,3,3,10%,5,6,,,2
PSYC3R,PSYC,,,,,,186,3,12,6%,5,9,,,3
PSYC3R,SPH,,,,,,38,3,6,16%,5,7,,,2
PSYC3R,UNAF,,,,,,21,3,3,14%,5,6,,,2
PSYC4,BIOL,,,,,,55,1,0,0%,3,3,,,3
PSYC4,PSYC,,,,,,42,1,1,2%,3,4,,,4
PSYC6,BIOL,,,,,,352,5,25,7%,5,10,,,2
PSYC6,CHEM,,,,,,64,5,6,9%,5,6,,,1
PSYC6,COGS,,,,,,71,5,4,6%,5,6,,,1
PSYC6,CSE,,,,,,28,5,2,7%,5,5,,,1
PSYC6,ECON,,,,,,68,5,7,10%,5,6,,,1
PSYC6,HDS,,,,,,20,5,2,10%,5,5,,,1
PSYC6,INTL,,,,,,38,5,1,3%,5,5,,,1
PSYC6,MAE,,,,,,21,5,1,5%,5,5,,,1
PSYC6,MATH,,,,,,58,5,4,7%,5,6,,,1
PSYC6,POLI,,,,,,26,5,1,4%,5,5,,,1
PSYC6,PSYC,,,,,,245,5,23,9%,5,10,,,2
PSYC6,SIO,,,,,,20,4,0,0%,5,5,,,1
PSYC6,SOC,,,,,,25,5,3,12%,5,6,,,1
PSYC6,SPH,,,,,,55,5,5,9%,5,6,,,1
PSYC6,UNAF,,,,,,68,5,5,7%,5,6,,,1
PSYC6,VIS,,,,,,41,5,3,7%,5,6,,,1
PSYC60,ANTH,,Y,Y,,,67,9,9,13%,8,9,,,5
PSYC60,BIOL,,Y,Y,,,209,9,47,22%,8,13,,,5
PSYC60,CHEM,,Y,Y,,,104,9,14,13%,8,10,,,5
PSYC60,COGS,,Y,Y,,,256,9,33,13%,8,12,,,5
PSYC60,COMM,,Y,Y,,,64,8,11,17%,8,9,,,5
PSYC60,ECON,,Y,Y,,,83,9,13,16%,8,9,,,5
PSYC60,EDS,,Y,Y,,,29,8,7,24%,8,9,,,5
PSYC60,GLBH,,Y,Y,,,149,9,21,14%,8,10,,,5
PSYC60,HDS,,Y,Y,,,26,9,3,12%,8,8,,,5
PSYC60,HIST,,Y,Y,,,35,9,8,23%,8,9,,,5
PSYC60,INTL,,Y,Y,,,91,9,19,21%,8,10,,,5
PSYC60,LING,,Y,Y,,,95,9,16,17%,8,10,,,5
PSYC60,LIT,,Y,Y,,,45,9,6,13%,8,9,,,5
PSYC60,MAE,,Y,Y,,,43,9,6,14%,8,9,,,5
PSYC60,MATH,,Y,Y,,,75,9,9,12%,8,9,,,5
PSYC60,POLI,,Y,Y,,,89,9,23,26%,8,11,,,5
PSYC60,PSYC,,Y,Y,,,1799,9,371,21%,8,49,1.0,3.0,20
PSYC60,SOC,,Y,Y,,,73,9,15,21%,8,10,,,5
PSYC60,SPH,,Y,Y,,,225,9,51,23%,8,14,,,5
PSYC60,UNAF,,Y,Y,,,135,9,30,22%,8,11,,,5
PSYC60,USP,,Y,Y,,,75,9,7,9%,8,9,,,5
PSYC60,VIS,,Y,Y,,,142,9,27,19%,8,11,,,5
PSYC7,BIOL,,,,,,191,3,4,2%,0,1,,,0
PSYC7,CHEM,,,,,,36,3,1,3%,0,0,,,0
PSYC7,COGS,,,,,,34,3,2,6%,0,1,,,0
PSYC7,ECON,,,,,,37,3,1,3%,0,0,,,0
PSYC7,HDS,,,,,,24,3,0,0%,0,0,,,0
PSYC7,INTL,,,,,,20,3,1,5%,0,0,,,0
PSYC7,MAE,,,,,,22,3,0,0%,0,0,,,0
PSYC7,MATH,,,,,,29,3,0,0%,0,0,,,0
PSYC7,PSYC,,,,,,176,3,6,3%,0,2,,,1
PSYC7,SPH,,,,,,50,3,2,4%,0,1,,,0
PSYC7,UNAF,,,,,,29,3,1,3%,0,0,,,0
PSYC7,VIS,,,,,,22,3,0,0%,0,0,,,0
PSYC70,BIOL,,Y,,,,64,9,4,6%,16,16,,,2
PSYC70,COGS,,Y,,,,113,9,11,10%,16,17,,,2
PSYC70,PSYC,,Y,,,Y,1554,9,168,11%,16,35,0.0,2.0,8
PSYC71,PSYC,,,,,,882,9,75,9%,9,17,,,2
PSYC88,BIOL,,,,,,28,6,2,7%,1,1,,,0
PSYC88,COGS,,,,,,43,6,1,2%,1,1,,,0
PSYC88,PSYC,,,,,,175,6,6,3%,1,2,,,0
PSYC99,PSYC,,,,,,40,9,0,0%,0,0,,,0
RELI188,BIOL,,,,,,23,4,0,0%,2,2,,,1
RELI188,PSYC,,,,,,24,4,0,0%,2,2,,,1
RELI2,BIOL,,,,,,24,2,0,0%,1,1,,,1
REV1,BIOL,,,,,,97,3,1,1%,0,0,,,0
REV1,ECON,,,,,,20,3,1,5%,0,0,,,0
REV1,UNAF,,,,,,30,3,0,0%,0,0,,,0
REV2,PSYC,,,,,,39,3,2,5%,0,1,,,0
REV20,BIOL,,,,,,112,9,4,4%,18,18,,,2
REV20,CHEM,,,,,,25,7,0,0%,18,18,,,3
REV20,MATH,,,,,,25,8,0,0%,18,18,,,2
REV20,UNAF,,,,,,24,6,1,4%,18,18,,,3
SE1,SE,,,,,,570,3,24,4%,0,8,4.0,8.0,21
SE101A,SE,,Y,,,,518,6,135,26%,3,26,10.0,18.0,82
SE101B,SE,,,,,,430,6,39,9%,0,7,2.0,9.0,10
SE101C,SE,,,,,,353,3,13,4%,0,4,1.0,8.0,12
SE102,SE,,,,,,349,3,19,5%,5,11,0.0,6.0,23
SE103,SE,,,,,,277,3,24,9%,0,8,,,3
SE105,SE,,,,,,387,4,9,2%,0,2,0.0,5.0,3
SE110A,SE,,,,,,378,5,17,4%,0,3,5.0,13.0,9
SE110B,SE,,,,,,342,4,6,2%,0,2,2.0,10.0,4
SE115,SE,,,,,,384,3,7,2%,0,2,0.0,5.0,4
SE125,SE,,,,,,400,3,47,12%,0,16,0.0,5.0,26
SE130A,SE,,,,,,368,6,62,17%,0,10,2.0,10.0,17
SE130B,SE,,,,,,328,3,27,8%,6,15,1.0,9.0,45
SE131A,SE,,,,,,372,3,38,10%,9,22,1.0,9.0,65
SE131B,SE,,,,,,306,3,14,5%,0,5,0.0,8.0,12
SE132,SE,,,,,,32,2,3,9%,0,2,,,1
SE140A,SE,,,,,,223,3,9,4%,0,3,,,1
SE140B,SE,,,,,,215,3,5,2%,0,2,,,1
SE142,SE,,,,,,114,3,12,11%,0,4,,,1
SE143A,SE,,,,,,71,3,0,0%,0,0,,,0
SE143B,SE,,,,,,71,3,0,0%,0,0,,,0
SE150A,SE,,,,,,248,3,20,8%,0,7,,,2
SE150B,SE,,,,,,44,3,14,32%,0,5,,,2
SE151A,SE,,,,,,260,3,43,17%,0,14,,,5
SE151B,SE,,,,,,73,3,14,19%,0,5,,,2
SE154,SE,,,,,,30,1,5,17%,0,5,,,5
SE160A,MAE,,Y,,,,300,3,33,11%,0,11,3.0,11.0,46
SE160A,SE,,Y,,,,105,3,13,12%,0,4,,,7
SE160B,MAE,,,,,,196,3,14,7%,0,5,0.0,7.0,11
SE160B,SE,,,,,,95,3,6,6%,0,2,,,1
SE163,SE,,,,,,37,3,7,19%,0,2,,,1
SE164,SE,,,,,,33,3,1,3%,0,0,,,0
SE171,SE,,,,,,83,3,4,5%,0,1,,,0
SE180,SE,,,,,,185,3,9,5%,0,3,,,1
SE181,SE,,,,,,248,3,2,1%,1,2,,,1
SE182,SE,,,,,,58,3,5,9%,0,2,,,1
SE184,SE,,,,,,27,2,3,11%,0,2,,,1
SE199,SE,,,,,,63,9,1,2%,0,0,,,0
SE201A,SE,,,,,,53,3,4,8%,0,1,,,0
SE203,SE,,,,,,22,2,0,0%,0,0,,,0
SE215,SE,,,,,,27,3,0,0%,0,0,,,0
SE3,SE,,,,,,557,3,47,8%,0,16,2.0,6.0,31
SE9,SE,,,,,,335,4,7,2%,0,2,1.0,7.0,3
SEV20,BIOL,,,,,,21,5,0,0%,16,16,,,3
SIO1,ECON,,,,,,60,3,3,5%,0,1,,,0
SIO1,INTL,,,,,,28,3,1,4%,0,0,,,0
SIO1,MATH,,,,,,24,3,1,4%,0,0,,,0
SIO1,POLI,,,,,,38,3,2,5%,0,1,,,0
SIO1,PSYC,,,,,,34,3,0,0%,0,0,,,0
SIO1,VIS,,,,,,42,3,1,2%,0,0,,,0
SIO10,BIOL,,,,,,75,3,4,5%,5,6,,,2
SIO10,COGS,,,,,,88,3,2,2%,5,6,,,2
SIO10,COMM,,,,,,45,3,1,2%,5,5,,,2
SIO10,CSE,,,,,,20,3,0,0%,5,5,,,2
SIO10,DSC,,,,,,26,3,0,0%,5,5,,,2
SIO10,ECON,,,,,,240,3,4,2%,5,6,,,2
SIO10,EDS,,,,,,23,3,1,4%,5,5,,,2
SIO10,INTL,,,,,,133,3,1,1%,5,5,,,2
SIO10,LIT,,,,,,36,3,0,0%,5,5,,,2
SIO10,MATH,,,,,,93,3,6,6%,5,7,,,2
SIO10,POLI,,,,,,115,3,0,0%,5,5,,,2
SIO10,PSYC,,,,,,149,3,7,5%,5,7,,,2
SIO10,SIO,,,,,,22,3,0,0%,5,5,,,2
SIO10,SOC,,,,,,55,3,3,5%,5,6,,,2
SIO10,UNAF,,,,,,46,3,2,4%,5,6,,,2
SIO10,USP,,,,,,54,3,0,0%,5,5,,,2
SIO10,VIS,,,,,,84,3,4,5%,5,6,,,2
SIO100,SIO,,,,,,54,3,0,0%,0,0,0.0,2.0,0
SIO101,ESYS,,,,,,22,2,1,5%,3,4,,,2
SIO101,SIO,,,,,,92,2,5,5%,3,6,,,3
SIO102,ESYS,,,,,,32,3,0,0%,0,0,0.0,4.0,0
SIO102,SIO,,,,,,49,3,1,2%,0,0,0.0,4.0,0
SIO103,SIO,,,,,,50,3,0,0%,0,0,0.0,5.0,0
SIO105,SIO,,,,,,39,3,0,0%,1,1,,,0
SIO107,SIO,,,,,,36,3,4,11%,0,1,,,0
SIO108,SIO,,,,,,28,3,1,4%,1,1,,,0
SIO110,ESYS,,,,,,22,3,0,0%,2,2,,,1
SIO110,SIO,,,,,,43,3,0,0%,2,2,,,1
SIO111,SIO,,,,,,30,3,5,17%,0,2,,,1
SIO113,SIO,,,,,,69,3,8,12%,0,3,0.0,2.0,2
SIO115,SIO,,,,,,59,3,3,5%,0,1,,,0
SIO117,MAE,,,,,,52,3,2,4%,1,2,,,1
SIO117,SIO,,,,,,33,3,2,6%,1,2,,,1
SIO119,SIO,,,,,,285,3,15,5%,0,5,0.0,5.0,8
SIO12,COGS,,,,,,25,3,0,0%,3,3,,,1
SIO12,COMM,,,,,,37,3,1,3%,3,3,,,1
SIO12,ECON,,,,,,59,3,1,2%,3,3,,,1
SIO12,INTL,,,,,,41,3,0,0%,3,3,,,1
SIO12,MATH,,,,,,29,3,0,0%,3,3,,,1
SIO12,POLI,,,,,,43,3,1,2%,3,3,,,1
SIO12,PSYC,,,,,,37,3,1,3%,3,3,,,1
SIO12,UNAF,,,,,,20,3,1,5%,3,3,,,1
SIO120,ESYS,,,,,,22,3,0,0%,3,3,,,1
SIO120,SIO,,,,,,52,3,0,0%,3,3,0.0,2.0,2
SIO123,BIOL,,,,,,31,2,1,3%,0,1,,,0
SIO123,SIO,,,,,,26,2,0,0%,0,0,,,0
SIO124,BIOL,,Y,,,,42,2,8,19%,0,4,,,3
SIO124,SIO,,Y,,,,60,2,12,20%,0,6,,,4
SIO125,SIO,,,,,,35,2,3,9%,1,3,,,1
SIO126,BIOL,,,,,,50,3,5,10%,0,2,,,1
SIO126,SIO,,,,,,62,3,5,8%,0,2,,,1
SIO127,BIOL,,,,,,31,2,3,10%,0,2,,,1
SIO127,SIO,,,,,,41,2,4,10%,0,2,,,1
SIO128,BIOL,,,Y,,,111,3,12,11%,0,4,,,2
SIO128,ESYS,,,Y,,,39,3,4,10%,0,1,,,1
SIO128,SIO,,,Y,,,136,3,18,13%,0,6,,,3
SIO131,SIO,,,,,,27,1,5,19%,1,6,,,6
SIO132,BIOL,,,,,,145,3,9,6%,0,3,,,1
SIO132,ESYS,,,,,,47,3,3,6%,0,1,,,0
SIO132,SIO,,,,,,313,3,14,4%,0,5,1.0,4.0,6
SIO133,BIOL,,,,,,118,3,5,4%,10,12,,,4
SIO133,ESYS,,,,,,52,3,4,8%,10,11,,,4
SIO133,SIO,,,,,,188,3,7,4%,10,12,,,4
SIO134,BIOL,,,,,,58,3,3,5%,6,7,,,2
SIO134,ESYS,,,,,,32,3,2,6%,6,7,,,2
SIO134,SIO,,,,,,349,3,18,5%,6,12,1.0,4.0,16
SIO135,SIO,,,,,,39,3,1,3%,0,0,,,0
SIO136,SIO,,,,,,347,6,10,3%,2,4,0.0,3.0,2
SIO137,SIO,,,,,,65,2,2,3%,9,10,,,5
SIO138,SIO,,,,,,40,1,1,3%,3,4,,,4
SIO139,BIOL,,,,,,25,5,1,4%,5,5,,,1
SIO139,SIO,,,,,,298,6,16,5%,5,8,0.0,1.0,1
SIO143,SIO,,,,,,50,3,3,6%,1,2,,,1
SIO145,SIO,,,,,,43,2,0,0%,3,3,,,2
SIO146,SIO,,,,,,37,2,0,0%,0,0,,,0
SIO15,BIOL,,,,,,44,3,1,2%,2,2,,,1
SIO15,COGS,,,,,,49,3,0,0%,2,2,,,1
